所属父类,问题位置（行号）,问题状态,标记,严重程度,Kit名称,开发责任人,测试责任人,问题描述,备注,修改建议,问题原文,参考句,PR地址,PR编号,规则提示词,质量维度,一级指标,二级指标,评估内容（测试点）,是否是问题,原因,修改方案
native_render.h,194,未确认,,P2,ArkUI,,,“设置边框矩形范围”和“定义圆角矩形的几何框架”语义重复，并使用了可精简的“通过……来”句式。,,"| [void OH_ArkUI_RenderNodeUtils_SetRoundRectShapeOptionValue(ArkUI_RoundRectShapeOption* option, float x, float y, float width, float height)](#oh_arkui_rendernodeutils_setroundrectshapeoptionvalue) | - | 根据指定的位置和尺寸设置圆角矩形形状选项的边框矩形范围。|","| [void OH_ArkUI_RenderNodeUtils_SetRoundRectShapeOptionValue(ArkUI_RoundRectShapeOption* option, float x, float y, float width, float height)](#oh_arkui_rendernodeutils_setroundrectshapeoptionvalue) | - | 为圆角矩形形状选项设置边框矩形范围。该函数通过指定位置和尺寸来定义圆角矩形的几何框架。|","'- 是否存在冗余修饰、重复啰嗦的表述（如""的作用是""""通过...来""""所对应的""等堆砌）",,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,capi-native-render-h.md第194行汇总表和第3215行正文中“设置边框矩形范围”与“定义圆角矩形的几何框架”表达同一作用，且“通过……来”可精简。,将第194行和第3215行同步改为“设置圆角矩形形状选项的边框矩形范围。”。
native_render.h,193,未确认,,P2,ArkUI,,,“设置边框矩形范围”和“定义矩形的几何框架”语义重复，并使用了可精简的“通过……来”句式。,,"| [void OH_ArkUI_RenderNodeUtils_SetRectShapeOptionValue(ArkUI_RectShapeOption* option, float x, float y, float width, float height)](#oh_arkui_rendernodeutils_setrectshapeoptionvalue) | - | 根据指定的位置和尺寸设置矩形形状选项的边框矩形范围。|","| [void OH_ArkUI_RenderNodeUtils_SetRectShapeOptionValue(ArkUI_RectShapeOption* option, float x, float y, float width, float height)](#oh_arkui_rendernodeutils_setrectshapeoptionvalue) | - | 为矩形形状选项设置边框矩形范围。该函数通过指定位置和尺寸来定义矩形的几何框架。|","'- 是否存在冗余修饰、重复啰嗦的表述（如""的作用是""""通过...来""""所对应的""等堆砌）",,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,capi-native-render-h.md第193行汇总表和第3195行正文中“设置边框矩形范围”与“定义矩形的几何框架”语义重复。,将第193行和第3195行同步改为“设置矩形形状选项的边框矩形范围。”。
native_render.h,83,未确认,,P2,ArkUI,,,连续两句重复使用“该坐标是”，且“布局后”“进行布局之后”“布局之后生效”反复出现，存在明显重复，可在不丢失信息的前提下精简。,,"| [int32_t OH_ArkUI_RenderNodeUtils_GetPosition(ArkUI_RenderNodeHandle node, int32_t* x, int32_t* y)](#oh_arkui_rendernodeutils_getposition) | - | 获取渲染节点布局后相对父节点的位置偏移，单位为px。布局后生效的offset属性和不参与布局的position属性不影响该坐标。|","| [int32_t OH_ArkUI_RenderNodeUtils_GetPosition(ArkUI_RenderNodeHandle node, int32_t* x, int32_t* y)](#oh_arkui_rendernodeutils_getposition) | - | 获取渲染节点的位置坐标。该坐标是渲染节点布局后相对父节点的位置偏移，单位为px。该坐标是父节点对该节点进行布局之后的结果，因此布局之后生效的offset属性和不参与布局的position属性不影响该坐标。|","'- 是否存在冗余修饰、重复啰嗦的表述（如""的作用是""""通过...来""""所对应的""等堆砌）",,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,capi-native-render-h.md第83行汇总表和第839行正文连续重复“该坐标是”和“布局之后”；其中“父节点对该节点进行布局”是坐标来源的关键信息，应在精简时保留。,将第83行和第839行同步合并为“该坐标是父节点布局该节点后得到的、相对父节点的位置偏移”，并保留offset和position属性不影响该坐标的说明。
native_render.h,48,未确认,,P2,ArkUI,,,链接目标文件的完整文件名capi-native-render-h.md与当前文档一致，目标锚点对应第1524行标题“OH_ArkUI_RenderNodeUtils_SetClip()”，因此属于文档内部引用。当前写法包含当前文件名，不符合页内引用应直接使用锚点链接的要求。,,| [ArkUI_RenderNodeClipOption](./capi-arkui-nativemodule-arkui-rendernodeclipoption.md)               | ArkUI_RenderNodeClipOption                                | 定义渲染节点裁剪配置项，用于通过矩形、圆角矩形、圆形、椭圆形或自定义绘制路径描述渲染节点的裁剪区域，并作为[OH_ArkUI_RenderNodeUtils_SetClip](#oh_arkui_rendernodeutils_setclip)的入参为渲染节点应用裁剪。       |,| [ArkUI_RenderNodeClipOption](./capi-arkui-nativemodule-arkui-rendernodeclipoption.md)               | ArkUI_RenderNodeClipOption                                | 定义渲染节点裁剪配置项，用于通过矩形、圆角矩形、圆形、椭圆形或自定义绘制路径描述渲染节点的裁剪区域，并作为[OH_ArkUI_RenderNodeUtils_SetClip](capi-native-render-h.md#oh_arkui_rendernodeutils_setclip)的入参为渲染节点应用裁剪。       |,检查文档内互相引用：如果链接指向的是当前文档内的标题，应使用锚点链接 `#anchor` 而非带文件名的相对路径链接,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/22_1_1_1.md,质量,内容规范性,超链接规范,验证超链接跳转页面有效,否,capi-native-render-h.md第48行使用相对文件名加锚点可有效跳转到同文件第1524行SetClip标题；native-template.md未规定Native页内链接必须省略当前文件名。,无需修改；保留有效且明确的相对链接。
native_render.h,47,未确认,,P2,ArkUI,,,链接目标文件的完整文件名capi-native-render-h.md与当前文档一致，目标锚点对应第1495行标题“OH_ArkUI_RenderNodeUtils_SetMask()”，因此属于文档内部引用。当前写法包含当前文件名，不符合页内引用应直接使用锚点链接的要求。,,| [ArkUI_RenderNodeMaskOption](./capi-arkui-nativemodule-arkui-rendernodemaskoption.md)               | ArkUI_RenderNodeMaskOption                                | 定义渲染节点遮罩配置项，用于通过矩形、圆角矩形、圆形、椭圆形或自定义绘制路径描述渲染节点的遮罩区域，并作为[OH_ArkUI_RenderNodeUtils_SetMask](#oh_arkui_rendernodeutils_setmask)的入参为渲染节点应用遮罩。       |,| [ArkUI_RenderNodeMaskOption](./capi-arkui-nativemodule-arkui-rendernodemaskoption.md)               | ArkUI_RenderNodeMaskOption                                | 定义渲染节点遮罩配置项，用于通过矩形、圆角矩形、圆形、椭圆形或自定义绘制路径描述渲染节点的遮罩区域，并作为[OH_ArkUI_RenderNodeUtils_SetMask](capi-native-render-h.md#oh_arkui_rendernodeutils_setmask)的入参为渲染节点应用遮罩。       |,检查文档内互相引用：如果链接指向的是当前文档内的标题，应使用锚点链接 `#anchor` 而非带文件名的相对路径链接,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/22_1_1_1.md,质量,内容规范性,超链接规范,验证超链接跳转页面有效,否,capi-native-render-h.md第47行链接可有效跳转到同文件第1495行SetMask标题；README-template.md第41行仅要求链接有效和具体，当前写法满足要求。,无需修改；不因链接形式差异改写有效链接。
,217,未确认,,P2,ArkUI,,,该错误码条目未列出或链接到可能返回106204错误码的具体接口。“当前接口”“接口支持多线程调用”等表述无法唯一定位接口；文中提及的createNode接口仅用于说明节点的创建方式，也不能证明该接口会返回此错误码。因此，无法从错误码汇总条目追溯该错误码由哪个接口返回。,,"## 106204 不支持在非UI线程操作传入的节点

**适用接口**

补充可能返回106204错误码的具体接口名称及对应接口链接。",## 106204 不支持在非UI线程操作传入的节点,'- **规则名称**: 检查接口可能返回的错误码，在对应接口处是否全部说明（包含错误码ID和错误码信息），每个接口的错误码均包含在错误码汇总表中，且错误码汇总表中的错误码均能找到是哪个接口返回的。,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_4_1_1.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中列举出了所有可能出现的错误码，且错误可能原因、处理步骤完整,否,106204由ace_engine/interfaces/native/node/node_model_safely.cpp第197、210、224等多处安全节点操作共同返回，并非单一接口专属；error_code.h第181行将其定义为共享错误码。,无需修改；不在错误码条目中虚构单一“适用接口”，具体接口以各接口返回值说明为准。
,11,未确认,,P2,ArkUI,,,该句仅说明本文档与通用错误码文档的内容边界，未提供模块级概述，未说明自定义节点错误码主要覆盖节点修改、参数校验、节点状态、组件树挂载和线程操作等场景，也未说明这些错误码可以帮助开发者定位和处理哪些问题，整体功能与使用场景描述不完整。,,> 以下介绍自定义节点在节点修改、参数校验、节点状态、组件树挂载和线程操作等场景中的特有错误码，帮助开发者定位错误原因并采取相应的处理措施；通用错误码请参考[通用错误码说明文档](../errorcode-universal.md)。,> 以下仅介绍本模块特有错误码，通用错误码请参考[通用错误码说明文档](../errorcode-universal.md)。,'- **规则名称**: 检查文档中提供的功能场景、特点描述是否全面，能解决哪些问题以及带来的收益是否完整。,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/11_1_1_1.md,体验,知识点完整,概念/功能/原理/场景描述完整,验证模块的定义、功能、使用场景、用法用途完整无缺失,否,errorcodes-template.md第11至18行规定错误码条目的错误信息、描述、原因和处理步骤，没有要求在页首说明中枚举模块全部错误场景；errorcode-node.md第11行是仓内错误码页通用说明。,无需修改；保留通用错误码边界说明。
,85,未确认,,P1,ArkUI,,,错误码100025的处理步骤明确说明，当找不到公共祖先节点时，应在传入目标节点前判断目标节点是否为离屏节点。错误码100024直接描述“节点没有公共祖先节点”这一相关场景，但其处理步骤只要求传入具有公共祖先节点的目标节点，未传递已有的离屏节点检查建议，导致相关错误码之间的处理信息不一致且不完整。,,传入目标节点前判断目标节点是否为离屏节点，并传入与当前节点存在公共祖先节点的目标节点。,传入与当前节点存在公共祖先节点的目标节点。,检查文档上下文中已提到的注意事项/开发建议/效率技巧，是否在相关方法描述中传递完整,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_6.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,interface/sdk-js/api/arkui/FrameNode.d.ts第1571至1574行将100024限定为无公共祖先节点；ace_engine的frame_node.ts第992行也仅在坐标转换结果无公共祖先时抛出100024，没有离屏节点前置检查。,无需修改；第85行保持“传入存在公共祖先节点的目标节点”，不复制无源码依据的离屏判断。
,123,未确认,,P1,ArkUI,,,错误码100026表示当前实例对象已经执行过dispose操作并与后端实体节点解绑。报错发生后，再要求开发者不要对该对象执行dispose操作只能预防错误，不能恢复已经解绑的对象，也无法解决当前报错场景。处理步骤应明确要求改用可用的、尚未执行dispose操作的FrameNode实例对象。,,1. 如果还需要执行当前操作，请重新获取一个未执行dispose操作的可用FrameNode实例对象。,1. 如果还需要使用该实例对象，请勿对其执行dispose操作。,'- **规则名称**: 根据错误码描述的可能原因，构造对应场景，验证可返回该错误码，再根据处理步骤操作，能解决报错场景的问题，若涉及权限申请，需按照文档中给出的，开发者可获取的方式进行申请,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/17_1_1_1.md,质量,内容准确实时,错误码说明正确,验证文档中描述的错误码ID、错误信息、错误描述、可能原因、处理步骤正确,否,errorcode-node.md第123行属于ArkTS FrameNode错误码100026的处理步骤，不在本组负责范围内。,无需修改；撤销errorcode-node.md第123行修改，保持原处理步骤。
,178,未确认,,P1,ArkUI,,,前一句未限定适用版本，笼统要求使用状态管理V2时不在BuilderNode节点上使用组件复用功能；后一句又明确说明从API版本26.0.0开始已支持该功能。两句的适用范围存在冲突，可能使API版本26.0.0及以上版本的开发者误以为仍需避免使用已经支持的功能。,,API版本26.0.0之前，使用状态管理V2时，请勿在BuilderNode节点上使用组件复用相关功能；从API版本26.0.0开始，BuilderNode中的自定义组件支持V2组件复用。,使用状态管理V2时，不在BuilderNode节点上使用组件复用相关功能。从API版本26.0.0开始，BuilderNode中的自定义组件支持V2组件复用。,描述是否明确，是否存在模糊、含糊、歧义的表述,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,errorcode-node.md第162至178行属于ArkTS BuilderNode错误码100029内容，不在本组负责范围内。,无需修改；撤销errorcode-node.md第162至178行修改，保持原文。
,99,未确认,,P2,ArkUI,,,该句位于“可能原因”部分，却使用“如果……请查看……”的条件和操作指引句式，没有直接陈述错误产生的原因，导致“可能原因”与“处理步骤”的内容边界不清晰。,,传入的参数为null、undefined或其他无效值，具体原因可查看错误信息。,如果传入null、undefined或其他无效参数，请查看错误信息以了解具体原因。,描述是否明确，是否存在模糊、含糊、歧义的表述,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,errorcode-node.md第95行“传入参数有误”未完整翻译第91行英文错误信息中的无效参数详情、原因及示例；第99行原文又使用操作指引句式描述可能原因，不符合errorcodes-template.md第17行要求。,将第95行改为第91行英文错误信息的完整中文翻译；将第99行改为直接陈述参数为null、undefined或其他无效值。
,47,未确认,,P2,ArkUI,,,该处理步骤使用了“跨ArkTS语言访问选项”和“跨语言访问权限”，而同一错误码的标题及错误描述使用“跨语言通用属性设置权限”。这些表述均指向setCrossLanguageOptions接口控制的同一项能力，但术语不统一，可能使读者误认为访问选项、访问权限和通用属性设置权限是不同概念。,,避免对不支持调整跨语言通用属性设置权限的FrameNode节点调用[setCrossLanguageOptions](./js-apis-arkui-frameNode.md#setcrosslanguageoptions15)接口。可参考setCrossLanguageOptions接口说明，确认目标节点类型是否支持调整该权限。,避免对不支持设置跨ArkTS语言访问选项的FrameNode节点调用[setCrossLanguageOptions](./js-apis-arkui-frameNode.md#setcrosslanguageoptions15)接口调整跨语言访问权限。可参考setCrossLanguageOptions接口说明，确认目标节点类型是否支持设置跨ArkTS语言访问选项。,"同一概念是否全文使用了统一的术语（如""应用""不应混用""App""""应用程序""）",,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,interface/sdk-js/api/arkui/FrameNode.d.ts第1294行把CrossLanguageOptions称为“跨ArkTS语言访问选项”，第1295至1296行的错误信息则专指“跨语言通用属性设置”；二者是选项对象与具体能力，不是同一层级术语。,无需修改；保留setCrossLanguageOptions的官方参数术语和错误码的具体能力描述。
,170,未确认,,P1,ArkUI,,,该句未限定API版本和组件范围，表示BuilderNode中的状态管理V2当前均不支持reuse；但第178行明确说明从API版本26.0.0开始，BuilderNode中的自定义组件支持V2组件复用。两处描述针对同一功能支持范围却给出不同结论，可能导致API版本26.0.0及以上的用户误认为自定义组件仍不支持V2组件复用。,,API版本26.0.0之前，BuilderNode中的[状态管理V2](../../ui/state-management/arkts-state-management-overview.md#状态管理v2)暂不支持[reuse](./js-apis-arkui-builderNode.md#reuse12)；从API版本26.0.0开始，BuilderNode中的自定义组件支持V2组件复用。,BuilderNode中，[状态管理V2](../../ui/state-management/arkts-state-management-overview.md#状态管理v2)暂不支持[reuse](./js-apis-arkui-builderNode.md#reuse12)。,检查文档中关于业务原理、基本概念说明全文保持一致，无描述错误、无前后矛盾。,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/14_2_1_1.md,质量,内容准确实时,功能描述正确,验证文档中业务原理描述与实际功能实现一致，概念全文统一,否,errorcode-node.md第170行属于ArkTS BuilderNode错误码100029内容，不在本组负责范围内。,无需修改；撤销errorcode-node.md第170行及关联标题、原因和处理步骤修改，保持原文。
,170,未确认,,P2,ArkUI,,,"对应英文错误信息“Reuse/Recycle not implemented for ViewV2, yet.”明确包含reuse和recycle两类相关功能，而中文错误描述只写明不支持reuse，遗漏recycle，未完整反映英文错误信息所指的限制范围。",,BuilderNode中，[状态管理V2](../../ui/state-management/arkts-state-management-overview.md#状态管理v2)暂不支持组件复用（reuse/recycle）功能。,BuilderNode中，[状态管理V2](../../ui/state-management/arkts-state-management-overview.md#状态管理v2)暂不支持[reuse](./js-apis-arkui-builderNode.md#reuse12)。,标题的英文接口、方法、事件等，往下读取的中文描述作为接口的描述信息，判断描述信息与标题英文一致性问题。结合上下文，检查接口说明信息是否准确问题。,,,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/terminology-consistency/SKILL.md,,,,,否,errorcode-node.md第170行属于ArkTS BuilderNode错误码100029内容，不在本组负责范围内。,无需修改；撤销errorcode-node.md第170行及关联内容修改，保持原文。
,47,未确认,,P2,ArkUI,,,本节英文错误信息中的“cross-language common attribute setting”以及中文标题、错误描述均限定为“跨语言通用属性设置”。处理步骤却使用“跨ArkTS语言访问选项”和“跨语言访问权限”，未体现“通用属性设置”这一限定，表述范围更宽，导致同一错误码下的术语和能力范围不一致。,,避免对不支持调整跨语言通用属性设置权限的FrameNode节点调用[setCrossLanguageOptions](./js-apis-arkui-frameNode.md#setcrosslanguageoptions15)接口。可参考setCrossLanguageOptions接口说明，确认目标节点类型是否支持调整跨语言通用属性设置权限。,避免对不支持设置跨ArkTS语言访问选项的FrameNode节点调用[setCrossLanguageOptions](./js-apis-arkui-frameNode.md#setcrosslanguageoptions15)接口调整跨语言访问权限。可参考setCrossLanguageOptions接口说明，确认目标节点类型是否支持设置跨ArkTS语言访问选项。,标题的英文接口、方法、事件等，往下读取的中文描述作为接口的描述信息，判断描述信息与标题英文一致性问题。结合上下文，检查接口说明信息是否准确问题。,,,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/terminology-consistency/SKILL.md,,,,,否,FrameNode.d.ts第1294行使用“跨ArkTS语言访问选项”作为setCrossLanguageOptions参数名，第1295至1296行仅在异常能力范围中使用“通用属性设置”；当前文档分别描述API选项和异常权限，范围不同。,无需修改；不把官方API选项名强行替换为错误信息中的子能力名称。
,47,未确认,,P2,ArkUI,,,本行中的“跨ArkTS语言访问选项”和“跨语言访问权限”均指setCrossLanguageOptions接口控制的设置项，但本节标题、错误描述和可能原因统一将该概念表述为“跨语言通用属性设置权限”。同一页面内对相同概念使用了三种不同术语，造成上下文术语不一致。,,避免对不支持调整跨语言通用属性设置权限的FrameNode节点调用[setCrossLanguageOptions](./js-apis-arkui-frameNode.md#setcrosslanguageoptions15)接口。可参考setCrossLanguageOptions接口说明，确认目标节点类型是否支持调整跨语言通用属性设置权限。,避免对不支持设置跨ArkTS语言访问选项的FrameNode节点调用[setCrossLanguageOptions](./js-apis-arkui-frameNode.md#setcrosslanguageoptions15)接口调整跨语言访问权限。可参考setCrossLanguageOptions接口说明，确认目标节点类型是否支持设置跨ArkTS语言访问选项。,'- **上下文概念一致性**：根据每个页面/文件的整体内容上下文，识别同一页面内相同概念是否使用了不同术语表达,,,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/glossary/SKILL.md,,,,,否,errorcode-node.md第47行的“跨ArkTS语言访问选项”对应FrameNode.d.ts第1294行CrossLanguageOptions参数，“跨语言通用属性设置权限”对应第1295至1296行异常条件，不属于同一概念的三种叫法。,无需修改；保留对象名称与具体权限名称的层级差异。
,119,未确认,,P2,ArkUI,,,该句属于中文语境，函数调用 item.dispose() 未使用行内代码标记，其中直接出现了英文圆括号。规则仅明确忽略被单个反引号包裹的行内代码，因此应使用反引号标明该内容为代码，避免被视为中文语境中的英文标点。,,开发者在当前接口调用前，使用该实例对象调用了[dispose](./js-apis-arkui-frameNode.md#dispose12)接口，例如：`item.dispose()`。,开发者在当前接口调用前，使用该实例对象调用了[dispose](./js-apis-arkui-frameNode.md#dispose12)接口，例如：item.dispose()。,"中文句子中出现英文逗号 `,`、英文句号 `.`、英文冒号`:`、英文括号`()`、英文引号单`''`、英文双引号`""""`、英文问号 `?`、英文感叹号 `!`",,,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/punctuation/SKILL.md,,,,,否,errorcode-node.md第119行属于ArkTS FrameNode错误码100026内容，不在本组负责范围内。,无需修改；撤销errorcode-node.md第119行修改，保持原文。
,137,未确认,,P1,ArkUI,,,错误描述和可能原因均明确包含 FrameNode 被取消接纳和被销毁两种场景，但处理步骤只覆盖被取消接纳的场景，遗漏了 FrameNode 被销毁时的处置说明。因此，由销毁场景触发 106407 错误时，开发者无法依据当前处理步骤明确解决问题。,,当一个被接纳的节点被取消接纳或销毁时，释放从该节点获取的 RenderNode。,当一个被接纳的节点被取消接纳时，释放从该节点获取的 RenderNode。,根据错误码描述的可能原因，构造对应场景，验证可返回该错误码，再根据处理步骤操作，能解决报错场景的问题，若涉及权限申请，需按照文档中给出的，开发者可获取的方式进行申请,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/17_1_1_1.md,质量,内容准确实时,错误码说明正确,验证文档中描述的错误码ID、错误信息、错误描述、可能原因、处理步骤正确,是,errorcode-node-render.md第137行处理步骤只覆盖取消接纳；ace_engine的node_render_node_modifier.cpp第454至456行在关联FrameNode为空或不再处于Adopted状态时都会返回106407，包含销毁场景。,在第137行同时覆盖取消接纳和销毁FrameNode后的RenderNode释放操作。
,137,未确认,,P2,ArkUI,,,该句说明了取消接纳节点后需要释放其 RenderNode，但仅使用“被取消接纳”和“释放”等操作性描述，没有明确指出取消接纳、获取及释放 RenderNode 所使用的接口，导致相关方法及完整调用顺序不够清晰。,,调用 OH_ArkUI_NativeModule_RemoveAdoptedChild 取消接纳节点后，需要调用 OH_ArkUI_RenderNodeUtils_DisposeNode，释放此前通过 OH_ArkUI_RenderNodeUtils_GetRenderNode 获取的 RenderNode。,当一个被接纳的节点被取消接纳时，释放从该节点获取的 RenderNode。,相关方法的名称（明确指出与哪些方法有关系）,,,https://gitcode.com/BeicC/docs-prompt/blob/master/wait-for-confirm/method_relationship_check.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,是,errorcodes-template.md第18行要求步骤明确、具体、可执行；errorcode-node-render.md第137行未指出取消接纳、获取和释放RenderNode所用接口。,在第137行补充OH_ArkUI_NativeModule_RemoveAdoptedChild、OH_ArkUI_RenderNodeUtils_GetRenderNode和OH_ArkUI_RenderNodeUtils_DisposeNode链接及调用关系。
,137,未确认,,P2,ArkUI,,,错误码106407的标题、错误描述和可能原因均明确包含FrameNode“被取消接纳”和“销毁”两种情形，但处理步骤只说明了节点被取消接纳时需要释放已获取的RenderNode，未覆盖文档上下文已经提及的节点销毁情形，导致处理建议对适用情形的传递不完整。,,当一个被接纳的节点被取消接纳或销毁时，释放从该节点获取的 RenderNode。,当一个被接纳的节点被取消接纳时，释放从该节点获取的 RenderNode。,检查文档上下文中已提到的注意事项/开发建议/效率技巧，是否在相关方法描述中传递完整,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_6.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,是,errorcode-node-render.md第125至133行的错误描述和可能原因包含取消接纳及销毁两种情形，第137行原处理步骤只传递取消接纳情形。,将第137行改为取消接纳或销毁FrameNode后均释放此前获取的RenderNode。
,121,未确认,,P3,ArkUI,,,标题中两处“FrameNode”均与相邻中文之间缺少空格，不符合中英文混排格式要求。,,## 106407 当前渲染节点从 FrameNode 中获取且该 FrameNode 已被取消接纳为附属节点或销毁,## 106407 当前渲染节点从FrameNode中获取且该FrameNode已被取消接纳为附属节点或销毁,'- 中英文混排是否符合规范（如中英文之间是否有空格）,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,README-template.md第40行明确要求英文字母与中文之间不要有空格，因此errorcode-node-render.md第121行“从FrameNode中”符合当前仓格式规范。,无需修改；不在中文与FrameNode之间添加空格。
,119,未确认,,P2,ArkUI,,,“除了……，不允许……”缺少与“除了”搭配的“外”，句式成分不完整；“执行时”也未明确是执行其他操作时，导致处理步骤不够清晰。“主动”属于不必要的修饰。,,当前节点仅允许作为子节点上下树；执行其他操作时，请跳过当前节点。,当前节点除了作为子节点上下树，不允许其他操作，执行时请主动跳过当前节点。,'- 描述是否明确，是否存在模糊、含糊、歧义的表述,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,errorcode-node-render.md第119行“除了……，不允许……”缺少“外”，且“执行时”指代不清，无法明确哪些操作需要跳过。,改为“当前节点仅可作为子节点上下树；执行其他操作时，请跳过该节点。”。
,103,未确认,,P3,ArkUI,,,英文术语“FrameNode”与前后的中文之间均未添加空格，不符合中英文混排格式要求。,,## 106406 当前渲染节点从 FrameNode 中获取,## 106406 当前渲染节点从FrameNode中获取,'- 中英文混排是否符合规范（如中英文之间是否有空格）,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,README-template.md第40行规定英文字母和中文之间不要有空格，errorcode-node-render.md第103行标题符合该规范。,无需修改；不在标题中的FrameNode两侧添加空格。
,119,未确认,,P2,ArkUI,,,“执行时”未明确指代执行哪类操作，导致“跳过当前节点”的适用场景不清晰；同时，“不允许其他操作”与“跳过当前节点”之间的衔接不够直接，影响处理步骤的可理解性。,,执行除将当前节点作为子节点上下树以外的操作时，请跳过当前节点。,当前节点除了作为子节点上下树，不允许其他操作，执行时请主动跳过当前节点。,每个步骤有清晰的执行主体（who），明确操作目的（why）、操作内容（what/how）、场景（when/where）。使用祈使句描述步骤，避免语句不通/啰嗦冗余/长句影响理解。,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/27_1_1_1.md,体验,内容清晰性,语言描述清晰性,验证文档语言描述清晰，便于理解。,是,errorcode-node-render.md第119行没有明确“执行时”指除上下树外的其他操作，处理步骤的适用范围不清晰。,改为“当前节点仅可作为子节点上下树；执行其他操作时，请跳过该节点。”。
